Timestamp,SpotPrice
Tue Oct 02 2018 07:58:33 GMT+0530 (IST),8.142300
Tue Oct 02 2018 07:58:26 GMT+0530 (IST),0.138100
Tue Oct 02 2018 07:50:12 GMT+0530 (IST),0.132600
Tue Oct 02 2018 07:42:25 GMT+0530 (IST),0.068800
Tue Oct 02 2018 07:42:20 GMT+0530 (IST),0.341900
Tue Oct 02 2018 07:42:04 GMT+0530 (IST),4.240300
Tue Oct 02 2018 07:42:01 GMT+0530 (IST),1.183400
Tue Oct 02 2018 07:25:14 GMT+0530 (IST),0.635200
Tue Oct 02 2018 07:09:11 GMT+0530 (IST),1.697300
Tue Oct 02 2018 07:08:26 GMT+0530 (IST),0.085200
Tue Oct 02 2018 07:08:26 GMT+0530 (IST),0.282600
Tue Oct 02 2018 07:05:15 GMT+0530 (IST),1.497600
Tue Oct 02 2018 07:04:47 GMT+0530 (IST),0.003500
Tue Oct 02 2018 06:59:58 GMT+0530 (IST),0.297400
Tue Oct 02 2018 06:59:57 GMT+0530 (IST),0.138000
Tue Oct 02 2018 06:44:02 GMT+0530 (IST),0.136600
Tue Oct 02 2018 06:43:21 GMT+0530 (IST),0.397100
Tue Oct 02 2018 06:43:17 GMT+0530 (IST),1.223400
Tue Oct 02 2018 06:43:15 GMT+0530 (IST),0.679600
Tue Oct 02 2018 06:43:15 GMT+0530 (IST),0.253200
Tue Oct 02 2018 06:10:41 GMT+0530 (IST),2.213500
Tue Oct 02 2018 06:02:18 GMT+0530 (IST),0.091100
Tue Oct 02 2018 05:53:20 GMT+0530 (IST),1.732800
Tue Oct 02 2018 05:53:11 GMT+0530 (IST),0.117700
Tue Oct 02 2018 05:53:08 GMT+0530 (IST),0.197500
Tue Oct 02 2018 05:53:06 GMT+0530 (IST),0.085900
Tue Oct 02 2018 05:45:01 GMT+0530 (IST),0.049500
Tue Oct 02 2018 05:44:46 GMT+0530 (IST),0.068700
Tue Oct 02 2018 05:44:46 GMT+0530 (IST),0.263600
Tue Oct 02 2018 05:28:26 GMT+0530 (IST),0.858700
Tue Oct 02 2018 05:20:00 GMT+0530 (IST),0.096600
Tue Oct 02 2018 05:11:43 GMT+0530 (IST),0.736800
Tue Oct 02 2018 05:07:04 GMT+0530 (IST),1.656000
Tue Oct 02 2018 05:05:38 GMT+0530 (IST),0.030800
Tue Oct 02 2018 05:05:16 GMT+0530 (IST),0.142500
Tue Oct 02 2018 05:03:38 GMT+0530 (IST),0.285000
Tue Oct 02 2018 05:03:09 GMT+0530 (IST),0.134600
Tue Oct 02 2018 04:37:54 GMT+0530 (IST),0.089800
Tue Oct 02 2018 04:29:29 GMT+0530 (IST),0.132500
Tue Oct 02 2018 04:21:39 GMT+0530 (IST),0.339000
Tue Oct 02 2018 04:13:18 GMT+0530 (IST),0.337600
Tue Oct 02 2018 04:12:47 GMT+0530 (IST),0.306100
Tue Oct 02 2018 04:04:48 GMT+0530 (IST),0.032400
Tue Oct 02 2018 04:04:39 GMT+0530 (IST),0.277800
Tue Oct 02 2018 04:04:25 GMT+0530 (IST),0.500900
Tue Oct 02 2018 04:04:01 GMT+0530 (IST),0.032400
Tue Oct 02 2018 03:56:06 GMT+0530 (IST),0.140800
Tue Oct 02 2018 03:54:11 GMT+0530 (IST),0.223200
Tue Oct 02 2018 03:48:08 GMT+0530 (IST),2.523600
Tue Oct 02 2018 03:31:17 GMT+0530 (IST),0.935600
Tue Oct 02 2018 03:31:08 GMT+0530 (IST),0.269400
Tue Oct 02 2018 03:31:04 GMT+0530 (IST),1.187300
Tue Oct 02 2018 03:22:37 GMT+0530 (IST),0.065300
Tue Oct 02 2018 03:14:27 GMT+0530 (IST),0.470300
Tue Oct 02 2018 03:14:15 GMT+0530 (IST),0.131400
Tue Oct 02 2018 03:14:15 GMT+0530 (IST),0.138000
Tue Oct 02 2018 03:14:14 GMT+0530 (IST),0.342200
Tue Oct 02 2018 03:06:03 GMT+0530 (IST),0.017500
Tue Oct 02 2018 03:05:33 GMT+0530 (IST),8.037400
Tue Oct 02 2018 03:05:12 GMT+0530 (IST),1.054900
Tue Oct 02 2018 03:05:07 GMT+0530 (IST),0.668800
Tue Oct 02 2018 03:04:58 GMT+0530 (IST),0.816200
Tue Oct 02 2018 03:04:42 GMT+0530 (IST),0.055700
Tue Oct 02 2018 03:04:32 GMT+0530 (IST),0.414000
Tue Oct 02 2018 02:57:26 GMT+0530 (IST),0.250200
Tue Oct 02 2018 02:57:09 GMT+0530 (IST),0.062300
Tue Oct 02 2018 02:52:10 GMT+0530 (IST),0.033900
Tue Oct 02 2018 02:47:34 GMT+0530 (IST),0.291600
Tue Oct 02 2018 02:47:28 GMT+0530 (IST),1.182500
Tue Oct 02 2018 02:46:21 GMT+0530 (IST),13.344000
Tue Oct 02 2018 02:46:13 GMT+0530 (IST),1.632300
Tue Oct 02 2018 02:46:11 GMT+0530 (IST),0.013000
Tue Oct 02 2018 02:46:09 GMT+0530 (IST),0.071900
Tue Oct 02 2018 02:45:56 GMT+0530 (IST),0.036200
Tue Oct 02 2018 02:45:55 GMT+0530 (IST),0.002000
Tue Oct 02 2018 02:45:52 GMT+0530 (IST),0.165000
Tue Oct 02 2018 02:38:34 GMT+0530 (IST),0.990000
Tue Oct 02 2018 02:37:35 GMT+0530 (IST),0.002000
Tue Oct 02 2018 02:34:55 GMT+0530 (IST),0.660300
Tue Oct 02 2018 02:34:44 GMT+0530 (IST),0.062300
Tue Oct 02 2018 02:34:44 GMT+0530 (IST),13.344000
Tue Oct 02 2018 02:34:40 GMT+0530 (IST),1.182300
Tue Oct 02 2018 02:34:40 GMT+0530 (IST),0.032300
Tue Oct 02 2018 02:34:24 GMT+0530 (IST),0.068500
Tue Oct 02 2018 02:34:19 GMT+0530 (IST),0.855000
Tue Oct 02 2018 02:34:17 GMT+0530 (IST),0.036200
Tue Oct 02 2018 02:34:16 GMT+0530 (IST),0.049000
Tue Oct 02 2018 02:34:14 GMT+0530 (IST),1.339200
Tue Oct 02 2018 02:34:12 GMT+0530 (IST),4.256200
Tue Oct 02 2018 02:34:06 GMT+0530 (IST),0.660000
Tue Oct 02 2018 02:34:01 GMT+0530 (IST),0.006900
Tue Oct 02 2018 02:33:55 GMT+0530 (IST),0.123400
Tue Oct 02 2018 02:33:52 GMT+0530 (IST),0.062200
Tue Oct 02 2018 02:27:10 GMT+0530 (IST),0.343300
Tue Oct 02 2018 02:18:01 GMT+0530 (IST),0.325600
Tue Oct 02 2018 02:09:41 GMT+0530 (IST),0.288000
Tue Oct 02 2018 02:01:45 GMT+0530 (IST),0.057500
Tue Oct 02 2018 01:53:20 GMT+0530 (IST),1.645200
Tue Oct 02 2018 01:45:36 GMT+0530 (IST),4.256200
Tue Oct 02 2018 01:44:36 GMT+0530 (IST),0.034100
Tue Oct 02 2018 01:44:36 GMT+0530 (IST),0.088800
Tue Oct 02 2018 01:41:17 GMT+0530 (IST),1.339200
Tue Oct 02 2018 01:41:02 GMT+0530 (IST),1.632300
Tue Oct 02 2018 01:41:02 GMT+0530 (IST),0.001600
Tue Oct 02 2018 01:40:46 GMT+0530 (IST),0.335100
Tue Oct 02 2018 01:36:33 GMT+0530 (IST),1.185200
Tue Oct 02 2018 01:28:08 GMT+0530 (IST),1.149400
Tue Oct 02 2018 01:19:42 GMT+0530 (IST),0.195800
Tue Oct 02 2018 01:03:41 GMT+0530 (IST),0.035000
Tue Oct 02 2018 01:03:31 GMT+0530 (IST),0.095600
Tue Oct 02 2018 01:03:07 GMT+0530 (IST),0.253700
Tue Oct 02 2018 01:02:58 GMT+0530 (IST),0.294500
Tue Oct 02 2018 01:02:55 GMT+0530 (IST),0.136400
Tue Oct 02 2018 00:54:54 GMT+0530 (IST),0.068500
Tue Oct 02 2018 00:54:39 GMT+0530 (IST),0.632000
Tue Oct 02 2018 00:41:17 GMT+0530 (IST),0.165000
Tue Oct 02 2018 00:41:01 GMT+0530 (IST),0.255900
Tue Oct 02 2018 00:40:50 GMT+0530 (IST),0.117500
Tue Oct 02 2018 00:40:18 GMT+0530 (IST),0.130500
Tue Oct 02 2018 00:38:34 GMT+0530 (IST),1.657000
Tue Oct 02 2018 00:29:46 GMT+0530 (IST),0.071900
Tue Oct 02 2018 00:29:23 GMT+0530 (IST),0.293000
Tue Oct 02 2018 00:21:03 GMT+0530 (IST),2.188100
Tue Oct 02 2018 00:12:36 GMT+0530 (IST),0.669600
Mon Oct 01 2018 23:55:53 GMT+0530 (IST),0.086200
Mon Oct 01 2018 23:55:53 GMT+0530 (IST),0.137400
Mon Oct 01 2018 23:47:33 GMT+0530 (IST),0.397400
Mon Oct 01 2018 23:47:32 GMT+0530 (IST),0.117500
Mon Oct 01 2018 23:39:39 GMT+0530 (IST),0.735600
Mon Oct 01 2018 23:39:11 GMT+0530 (IST),0.338300
Mon Oct 01 2018 23:22:36 GMT+0530 (IST),0.849800
Mon Oct 01 2018 23:22:28 GMT+0530 (IST),0.305100
Mon Oct 01 2018 23:10:28 GMT+0530 (IST),0.065200
Mon Oct 01 2018 23:05:43 GMT+0530 (IST),0.089600
Mon Oct 01 2018 23:03:24 GMT+0530 (IST),0.004400
Mon Oct 01 2018 22:57:26 GMT+0530 (IST),0.335100
Mon Oct 01 2018 22:57:24 GMT+0530 (IST),0.049600
Mon Oct 01 2018 22:40:51 GMT+0530 (IST),0.137900
Mon Oct 01 2018 22:40:33 GMT+0530 (IST),4.261900
Mon Oct 01 2018 22:36:36 GMT+0530 (IST),0.012500
Mon Oct 01 2018 22:36:34 GMT+0530 (IST),0.006700
Mon Oct 01 2018 22:36:31 GMT+0530 (IST),1.632300
Mon Oct 01 2018 22:36:31 GMT+0530 (IST),0.032300
Mon Oct 01 2018 22:36:29 GMT+0530 (IST),1.182200
Mon Oct 01 2018 22:36:25 GMT+0530 (IST),0.098000
Mon Oct 01 2018 22:36:18 GMT+0530 (IST),0.748800
Mon Oct 01 2018 22:36:18 GMT+0530 (IST),1.203700
Mon Oct 01 2018 22:36:17 GMT+0530 (IST),0.008700
Mon Oct 01 2018 22:36:08 GMT+0530 (IST),0.123400
Mon Oct 01 2018 22:36:07 GMT+0530 (IST),0.048900
Mon Oct 01 2018 22:36:02 GMT+0530 (IST),1.166700
Mon Oct 01 2018 22:32:27 GMT+0530 (IST),1.734200
Mon Oct 01 2018 22:32:22 GMT+0530 (IST),0.265000
Mon Oct 01 2018 22:24:06 GMT+0530 (IST),2.514700
Mon Oct 01 2018 22:07:45 GMT+0530 (IST),1.179200
Mon Oct 01 2018 22:05:57 GMT+0530 (IST),1.632300
Mon Oct 01 2018 22:05:46 GMT+0530 (IST),13.344000
Mon Oct 01 2018 22:04:45 GMT+0530 (IST),0.032300
Mon Oct 01 2018 21:58:52 GMT+0530 (IST),0.660900
Mon Oct 01 2018 21:42:16 GMT+0530 (IST),0.132600
Mon Oct 01 2018 21:33:50 GMT+0530 (IST),0.133200
Mon Oct 01 2018 21:17:10 GMT+0530 (IST),1.599800
Mon Oct 01 2018 21:17:06 GMT+0530 (IST),1.166700
Mon Oct 01 2018 21:08:51 GMT+0530 (IST),0.275700
Mon Oct 01 2018 21:05:16 GMT+0530 (IST),0.025100
Mon Oct 01 2018 21:04:58 GMT+0530 (IST),2.515200
Mon Oct 01 2018 21:04:46 GMT+0530 (IST),0.065200
Mon Oct 01 2018 21:04:43 GMT+0530 (IST),0.100200
Mon Oct 01 2018 21:04:43 GMT+0530 (IST),0.301800
Mon Oct 01 2018 21:03:46 GMT+0530 (IST),0.396200
Mon Oct 01 2018 21:02:59 GMT+0530 (IST),0.098000
Mon Oct 01 2018 21:01:12 GMT+0530 (IST),1.054000
Mon Oct 01 2018 21:00:27 GMT+0530 (IST),4.261900
Mon Oct 01 2018 20:52:04 GMT+0530 (IST),0.140100
Mon Oct 01 2018 20:52:03 GMT+0530 (IST),0.057300
Mon Oct 01 2018 20:52:00 GMT+0530 (IST),0.937000
Mon Oct 01 2018 20:36:04 GMT+0530 (IST),0.287300
Mon Oct 01 2018 20:35:16 GMT+0530 (IST),0.330100
Mon Oct 01 2018 20:26:55 GMT+0530 (IST),0.136500
Mon Oct 01 2018 20:19:06 GMT+0530 (IST),0.269900
Mon Oct 01 2018 20:10:44 GMT+0530 (IST),0.286400
Mon Oct 01 2018 20:10:29 GMT+0530 (IST),0.091600
Mon Oct 01 2018 20:10:22 GMT+0530 (IST),0.343700
Mon Oct 01 2018 20:05:21 GMT+0530 (IST),0.855000
Mon Oct 01 2018 20:05:07 GMT+0530 (IST),0.008700
Mon Oct 01 2018 20:04:44 GMT+0530 (IST),1.320000
Mon Oct 01 2018 20:03:47 GMT+0530 (IST),0.330000
Mon Oct 01 2018 20:03:00 GMT+0530 (IST),0.003100
Mon Oct 01 2018 20:02:13 GMT+0530 (IST),0.667800
Mon Oct 01 2018 20:01:59 GMT+0530 (IST),0.471000
Mon Oct 01 2018 19:54:09 GMT+0530 (IST),0.036200
Mon Oct 01 2018 19:53:53 GMT+0530 (IST),8.021200
Mon Oct 01 2018 19:53:46 GMT+0530 (IST),1.182200
Mon Oct 01 2018 19:45:06 GMT+0530 (IST),0.062200
Mon Oct 01 2018 19:45:06 GMT+0530 (IST),0.130500
Mon Oct 01 2018 19:37:39 GMT+0530 (IST),0.132300
Mon Oct 01 2018 19:29:17 GMT+0530 (IST),0.071800
Mon Oct 01 2018 19:20:01 GMT+0530 (IST),0.322700
Mon Oct 01 2018 19:05:39 GMT+0530 (IST),1.116000
Mon Oct 01 2018 19:04:59 GMT+0530 (IST),0.495000
Mon Oct 01 2018 19:04:45 GMT+0530 (IST),1.000800
Mon Oct 01 2018 19:04:44 GMT+0530 (IST),0.013000
Mon Oct 01 2018 19:04:44 GMT+0530 (IST),0.342000
Mon Oct 01 2018 19:04:43 GMT+0530 (IST),0.057200
Mon Oct 01 2018 19:03:40 GMT+0530 (IST),1.182300
Mon Oct 01 2018 18:55:49 GMT+0530 (IST),1.726600
Mon Oct 01 2018 18:55:18 GMT+0530 (IST),0.194600
Mon Oct 01 2018 18:55:05 GMT+0530 (IST),0.253600
Mon Oct 01 2018 18:38:38 GMT+0530 (IST),0.396200
Mon Oct 01 2018 18:38:25 GMT+0530 (IST),0.301500
Mon Oct 01 2018 18:22:13 GMT+0530 (IST),0.068600
Mon Oct 01 2018 18:22:08 GMT+0530 (IST),1.203700
Mon Oct 01 2018 18:05:23 GMT+0530 (IST),0.111400
Mon Oct 01 2018 18:04:48 GMT+0530 (IST),0.006700
Mon Oct 01 2018 18:04:47 GMT+0530 (IST),0.068600
Mon Oct 01 2018 18:04:44 GMT+0530 (IST),0.471300
Mon Oct 01 2018 18:04:41 GMT+0530 (IST),0.029400
Mon Oct 01 2018 18:03:03 GMT+0530 (IST),0.064800
Mon Oct 01 2018 17:56:26 GMT+0530 (IST),0.096400
Mon Oct 01 2018 17:48:52 GMT+0530 (IST),0.293400
Mon Oct 01 2018 17:48:51 GMT+0530 (IST),0.098500
Mon Oct 01 2018 17:40:20 GMT+0530 (IST),0.734700
Mon Oct 01 2018 17:31:57 GMT+0530 (IST),1.736400
Mon Oct 01 2018 17:31:20 GMT+0530 (IST),0.665800
Mon Oct 01 2018 17:23:43 GMT+0530 (IST),0.301800
Mon Oct 01 2018 17:23:34 GMT+0530 (IST),2.170800
Mon Oct 01 2018 17:23:08 GMT+0530 (IST),0.338000
Mon Oct 01 2018 17:23:06 GMT+0530 (IST),0.628400
Mon Oct 01 2018 17:22:59 GMT+0530 (IST),0.843100
Mon Oct 01 2018 17:14:38 GMT+0530 (IST),0.264500
Mon Oct 01 2018 17:06:25 GMT+0530 (IST),0.136300
Mon Oct 01 2018 17:06:18 GMT+0530 (IST),0.117600
Mon Oct 01 2018 17:05:38 GMT+0530 (IST),0.050100
Mon Oct 01 2018 17:05:05 GMT+0530 (IST),0.058800
Mon Oct 01 2018 17:04:44 GMT+0530 (IST),0.660000
Mon Oct 01 2018 17:04:44 GMT+0530 (IST),1.543200
Mon Oct 01 2018 17:03:35 GMT+0530 (IST),0.990000
Mon Oct 01 2018 16:32:47 GMT+0530 (IST),0.132800
Mon Oct 01 2018 16:16:05 GMT+0530 (IST),0.089100
Mon Oct 01 2018 16:04:58 GMT+0530 (IST),0.094600
Mon Oct 01 2018 16:04:54 GMT+0530 (IST),0.207000
Mon Oct 01 2018 16:04:45 GMT+0530 (IST),26.688000
Mon Oct 01 2018 16:04:44 GMT+0530 (IST),0.006900
Mon Oct 01 2018 16:04:44 GMT+0530 (IST),1.738600
Mon Oct 01 2018 16:04:32 GMT+0530 (IST),0.030800
Mon Oct 01 2018 15:59:33 GMT+0530 (IST),0.936600
Mon Oct 01 2018 15:59:30 GMT+0530 (IST),0.057200
Mon Oct 01 2018 15:51:44 GMT+0530 (IST),0.334400
Mon Oct 01 2018 15:43:27 GMT+0530 (IST),0.288300
Mon Oct 01 2018 15:35:05 GMT+0530 (IST),4.276100
Mon Oct 01 2018 15:26:35 GMT+0530 (IST),1.053800
Mon Oct 01 2018 15:26:00 GMT+0530 (IST),0.137400
Mon Oct 01 2018 15:17:49 GMT+0530 (IST),1.172600
Mon Oct 01 2018 15:17:38 GMT+0530 (IST),1.543200
Mon Oct 01 2018 15:09:47 GMT+0530 (IST),0.667300
Mon Oct 01 2018 15:09:44 GMT+0530 (IST),8.067600
Mon Oct 01 2018 15:06:16 GMT+0530 (IST),13.200000
Mon Oct 01 2018 15:05:54 GMT+0530 (IST),0.035600
Mon Oct 01 2018 15:04:56 GMT+0530 (IST),1.023000
Mon Oct 01 2018 15:04:44 GMT+0530 (IST),0.046800
Mon Oct 01 2018 15:03:54 GMT+0530 (IST),1.339200
Mon Oct 01 2018 15:01:31 GMT+0530 (IST),0.331100
Mon Oct 01 2018 15:01:07 GMT+0530 (IST),2.515200
Mon Oct 01 2018 14:44:12 GMT+0530 (IST),0.132400
Mon Oct 01 2018 14:36:31 GMT+0530 (IST),0.660100
Mon Oct 01 2018 14:36:15 GMT+0530 (IST),0.344600
Mon Oct 01 2018 14:35:49 GMT+0530 (IST),0.500300
Mon Oct 01 2018 14:27:47 GMT+0530 (IST),1.138000
Mon Oct 01 2018 14:27:26 GMT+0530 (IST),1.185300
Mon Oct 01 2018 14:11:11 GMT+0530 (IST),0.036800
Mon Oct 01 2018 14:11:09 GMT+0530 (IST),0.275500
Mon Oct 01 2018 14:05:19 GMT+0530 (IST),0.034000
Mon Oct 01 2018 14:04:58 GMT+0530 (IST),1.175800
Mon Oct 01 2018 14:04:46 GMT+0530 (IST),0.663700
Mon Oct 01 2018 13:12:26 GMT+0530 (IST),0.253000
Mon Oct 01 2018 13:12:26 GMT+0530 (IST),0.394500
Mon Oct 01 2018 13:12:18 GMT+0530 (IST),0.273200
Mon Oct 01 2018 13:06:42 GMT+0530 (IST),0.500400
Mon Oct 01 2018 13:05:29 GMT+0530 (IST),0.012500
Mon Oct 01 2018 13:05:00 GMT+0530 (IST),0.500600
Mon Oct 01 2018 13:04:44 GMT+0530 (IST),0.038400
Mon Oct 01 2018 13:04:37 GMT+0530 (IST),0.270400
Mon Oct 01 2018 13:03:49 GMT+0530 (IST),0.293000
Mon Oct 01 2018 13:03:46 GMT+0530 (IST),0.250200
Mon Oct 01 2018 12:55:49 GMT+0530 (IST),0.194200
Mon Oct 01 2018 12:55:30 GMT+0530 (IST),0.131300
Mon Oct 01 2018 12:47:17 GMT+0530 (IST),0.094600
